Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude
249,249,F34,IND,6th Av - Culver,Avenue P,Bk,F,Elevated,40.608944,-73.973022
250,250,F35,IND,6th Av - Culver,Kings Hwy,Bk,F,Elevated,40.603217,-73.972361
251,251,F36,IND,6th Av - Culver,Avenue U,Bk,F,Elevated,40.596063,-73.973357
252,252,F38,IND,6th Av - Culver,Avenue X,Bk,F,Elevated,40.58962,-73.97425
253,253,F39,IND,6th Av - Culver,Neptune Av,Bk,F,Elevated,40.581011,-73.974574
254,254,F01,IND,Queens Blvd,Jamaica - 179 St,Q,F,Subway,40.712646,-73.783817
255,255,F02,IND,Queens Blvd,169 St,Q,F,Subway,40.71047,-73.793604
256,256,F03,IND,Queens Blvd,Parsons Blvd,Q,F,Subway,40.707564,-73.803326
257,257,F04,IND,Queens Blvd,Sutphin Blvd,Q,F,Subway,40.70546,-73.810708
258,258,F05,IND,Queens Blvd,Briarwood - Van Wyck Blvd,Q,E F,Subway,40.709179,-73.820574
259,259,F06,IND,Queens Blvd,Kew Gardens - Union Tpke,Q,E F,Subway,40.714441,-73.831008
260,260,F07,IND,Queens Blvd,75 Av,Q,E F,Subway,40.718331,-73.837324
261,261,G08,IND,Queens Blvd,Forest Hills - 71 Av,Q,E F M R,Subway,40.721691,-73.844521
262,262,G09,IND,Queens Blvd,67 Av,Q,M R,Subway,40.726523,-73.852719
263,263,G10,IND,Queens Blvd,63 Dr - Rego Park,Q,M R,Subway,40.729846,-73.861604
264,264,G11,IND,Queens Blvd,Woodhaven Blvd,Q,M R,Subway,40.733106,-73.869229
265,265,G12,IND,Queens Blvd,Grand Av - Newtown,Q,M R,Subway,40.737015,-73.877223
266,266,G13,IND,Queens Blvd,Elmhurst Av,Q,M R,Subway,40.742454,-73.882017
267,616,G14,IND,Queens Blvd,Jackson Hts - Roosevelt Av,Q,E F M R,Subway,40.746644,-73.891338
268,268,G15,IND,Queens Blvd,65 St,Q,M R,Subway,40.749669,-73.898453
269,269,G16,IND,Queens Blvd,Northern Blvd,Q,M R,Subway,40.752885,-73.906006
270,270,G18,IND,Queens Blvd,46 St,Q,M R,Subway,40.756312,-73.913333
271,271,G19,IND,Queens Blvd,Steinway St,Q,M R,Subway,40.756879,-73.92074
272,272,G20,IND,Queens Blvd,36 St,Q,M R,Subway,40.752039,-73.928781
273,273,G21,IND,Queens Blvd,Queens Plaza,Q,E M R,Subway,40.748973,-73.937243
274,606,F09,IND,Queens Blvd,Court Sq,Q,E M,Subway,40.747846,-73.946
275,612,F11,IND,Queens Blvd,Lexington Av/53 St,M,E M,Subway,40.757552,-73.969055
276,276,F12,IND,Queens Blvd,5 Av/53 St,M,E M,Subway,40.760167,-73.975224
277,277,D14,IND,Queens Blvd,7 Av,M,B D E,Subway,40.762862,-73.981637
278,278,G05,IND,Queens - Archer,Jamaica Center - Parsons/Archer,Q,E J Z,Subway,40.702147,-73.801109
279,279,G06,IND,Queens - Archer,Sutphin Blvd - Archer Av - JFK Airport,Q,E J Z,Subway,40.700486,-73.807969
280,280,G07,IND,Queens - Archer,Jamaica - Van Wyck,Q,E,Subway,40.702566,-73.816859
281,606,G22,IND,Crosstown,Court Sq,Q,G,Subway,40.746554,-73.943832
282,282,G24,IND,Crosstown,21 St,Q,G,Subway,40.744065,-73.949724
283,283,G26,IND,Crosstown,Greenpoint Av,Bk,G,Subway,40.731352,-73.954449
284,284,G28,IND,Crosstown,Nassau Av,Bk,G,Subway,40.724635,-73.951277
285,629,G29,IND,Crosstown,Metropolitan Av,Bk,G,Subway,40.712792,-73.951418
286,286,G30,IND,Crosstown,Broadway,Bk,G,Subway,40.706092,-73.950308
287,287,G31,IND,Crosstown,Flushing Av,Bk,G,Subway,40.700377,-73.950234
288,288,G32,IND,Crosstown,Myrtle - Willoughby Avs,Bk,G,Subway,40.694568,-73.949046
289,289,G33,IND,Crosstown,Bedford - Nostrand Avs,Bk,G,Subway,40.689627,-73.953522
290,290,G34,IND,Crosstown,Classon Av,Bk,G,Subway,40.688873,-73.96007
291,291,G35,IND,Crosstown,Clinton - Washington Avs,Bk,G,Subway,40.688089,-73.966839
292,292,G36,IND,Crosstown,Fulton St,Bk,G,Subway,40.687119,-73.975375
293,293,101,IRT,Broadway - 7Av,Van Cortlandt Park - 242 St,Bx,1,Elevated,40.889248,-73.898583
294,294,103,IRT,Broadway - 7Av,238 St,Bx,1,Elevated,40.884667,-73.90087
295,295,104,IRT,Broadway - 7Av,231 St,Bx,1,Elevated,40.878856,-73.904834
296,296,106,IRT,Broadway - 7Av,Marble Hill - 225 St,M,1,Elevated,40.874561,-73.909831
297,297,107,IRT,Broadway - 7Av,215 St,M,1,Elevated,40.869444,-73.915279
298,298,108,IRT,Broadway - 7Av,207 St,M,1,Elevated,40.864621,-73.918822
299,299,109,IRT,Broadway - 7Av,Dyckman St,M,1,Elevated,40.860531,-73.925536
300,300,110,IRT,Broadway - 7Av,191 St,M,1,Subway,40.855225,-73.929412
301,301,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596
302,605,112,IRT,Broadway - 7Av,168 St - Washington Hts,M,1,Subway,40.840556,-73.940133
303,303,113,IRT,Broadway - 7Av,157 St,M,1,Subway,40.834041,-73.94489
304,304,114,IRT,Broadway - 7Av,145 St,M,1,Subway,40.826551,-73.95036
305,305,115,IRT,Broadway - 7Av,137 St - City College,M,1,Subway,40.822008,-73.953676
306,306,116,IRT,Broadway - 7Av,125 St,M,1,Elevated,40.815581,-73.958372
307,307,117,IRT,Broadway - 7Av,116 St - Columbia University,M,1,Subway,40.807722,-73.96411
308,308,118,IRT,Broadway - 7Av,Cathedral Pkwy,M,1,Subway,40.803967,-73.966847
309,309,119,IRT,Broadway - 7Av,103 St,M,1,Subway,40.799446,-73.968379
310,310,120,IRT,Broadway - 7Av,96 St,M,1 2 3,Subway,40.793919,-73.972323
311,311,121,IRT,Broadway - 7Av,86 St,M,1,Subway,40.788644,-73.976218
312,312,122,IRT,Broadway - 7Av,79 St,M,1,Subway,40.783934,-73.979917
313,313,123,IRT,Broadway - 7Av,72 St,M,1 2 3,Subway,40.778453,-73.98197
314,314,124,IRT,Broadway - 7Av,66 St - Lincoln Center,M,1,Subway,40.77344,-73.982209
315,614,125,IRT,Broadway - 7Av,59 St - Columbus Circle,M,1,Subway,40.768247,-73.981929
316,316,126,IRT,Broadway - 7Av,50 St,M,1,Subway,40.761728,-73.983849
317,611,127,IRT,Broadway - 7Av,Times Sq - 42 St,M,1 2 3,Subway,40.75529,-73.987495
318,318,128,IRT,Broadway - 7Av,34 St - Penn Station,M,1 2 3,Subway,40.750373,-73.991057
319,319,129,IRT,Broadway - 7Av,28 St,M,1,Subway,40.747215,-73.993365
320,320,130,IRT,Broadway - 7Av,23 St,M,1,Subway,40.744081,-73.995657
321,321,131,IRT,Broadway - 7Av,18 St,M,1,Subway,40.74104,-73.997871
322,601,132,IRT,Broadway - 7Av,14 St,M,1 2 3,Subway,40.737826,-74.000201
323,323,133,IRT,Broadway - 7Av,Christopher St - Sheridan Sq,M,1,Subway,40.733422,-74.002906
324,324,134,IRT,Broadway - 7Av,Houston St,M,1,Subway,40.728251,-74.005367
325,325,135,IRT,Broadway - 7Av,Canal St,M,1,Subway,40.722854,-74.006277
326,326,136,IRT,Broadway - 7Av,Franklin St,M,1,Subway,40.719318,-74.006886
327,327,137,IRT,Broadway - 7Av,Chambers St,M,1 2 3,Subway,40.715478,-74.009266
328,328,138,IRT,Broadway - 7Av,WTC Cortlandt,M,1,Subway,40.711835,-74.012188
329,329,139,IRT,Broadway - 7Av,Rector St,M,1,Subway,40.707513,-74.013783
330,635,142,IRT,Broadway - 7Av,South Ferry,M,1,Subway,40.702068,-74.013664
331,624,228,IRT,Clark St,Park Pl,M,2 3,Subway,40.713051,-74.008811
332,628,229,IRT,Clark St,Fulton St,M,2 3,Subway,40.709416,-74.006571
333,333,230,IRT,Clark St,Wall St,M,2 3,Subway,40.706821,-74.0091
334,334,231,IRT,Clark St,Clark St,Bk,2 3,Subway,40.697466,-73.993086
335,620,232,IRT,Clark St,Borough Hall,Bk,2 3,Subway,40.693219,-73.989998
336,336,233,IRT,Eastern Pky,Hoyt St,Bk,2 3,Subway,40.690545,-73.985065
337,337,234,IRT,Eastern Pky,Nevins St,Bk,2 3 4 5,Subway,40.688246,-73.980492
338,617,235,IRT,Eastern Pky,Atlantic Av - Barclays Ctr,Bk,2 3,Subway,40.684359,-73.977666
339,339,236,IRT,Eastern Pky,Bergen St,Bk,2 3,Subway,40.680829,-73.975098
340,340,237,IRT,Eastern Pky,Grand Army Plaza,Bk,2 3,Subway,40.675235,-73.971046
341,341,238,IRT,Eastern Pky,Eastern Pkwy - Brooklyn Museum,Bk,2 3,Subway,40.671987,-73.964375
342,626,239,IRT,Eastern Pky,Franklin Av,Bk,2 3 4 5,Subway,40.670682,-73.958131
343,343,248,IRT,Eastern Pky,Nostrand Av,Bk,3,Subway,40.669847,-73.950466
344,344,249,IRT,Eastern Pky,Kingston Av,Bk,3,Subway,40.669399,-73.942161
345,345,250,IRT,Eastern Pky,Crown Hts - Utica Av,Bk,3 4,Subway,40.668897,-73.932942
346,346,251,IRT,Eastern Pky,Sutter Av - Rutland Rd,Bk,3,Elevated,40.664717,-73.92261
347,347,252,IRT,Eastern Pky,Saratoga Av,Bk,3,Elevated,40.661453,-73.916327
348,348,253,IRT,Eastern Pky,Rockaway Av,Bk,3,Elevated,40.662549,-73.908946
349,349,254,IRT,Eastern Pky,Junius St,Bk,3,Elevated,40.663515,-73.902447
350,350,255,IRT,Eastern Pky,Pennsylvania Av,Bk,3,Elevated,40.664635,-73.894895
351,351,256,IRT,Eastern Pky,Van Siclen Av,Bk,3,Elevated,40.665449,-73.889395
352,352,257,IRT,Eastern Pky,New Lots Av,Bk,3,Elevated,40.666235,-73.884079
353,353,241,IRT,Nostrand,President St,Bk,2 5,Subway,40.667883,-73.950683
354,354,242,IRT,Nostrand,Sterling St,Bk,2 5,Subway,40.662742,-73.95085
355,355,243,IRT,Nostrand,Winthrop St,Bk,2 5,Subway,40.656652,-73.9502
356,356,244,IRT,Nostrand,Church Av,Bk,2 5,Subway,40.650843,-73.949575
357,357,245,IRT,Nostrand,Beverly Rd,Bk,2 5,Subway,40.645098,-73.948959
358,358,246,IRT,Nostrand,Newkirk Av,Bk,2 5,Subway,40.639967,-73.948411
359,359,247,IRT,Nostrand,Flatbush Av - Brooklyn College,Bk,2 5,Subway,40.632836,-73.947642
360,360,601,IRT,Pelham,Pelham Bay Park,Bx,6,Elevated,40.852462,-73.828121
361,361,602,IRT,Pelham,Buhre Av,Bx,6,Elevated,40.84681,-73.832569
362,362,603,IRT,Pelham,Middletown Rd,Bx,6,Elevated,40.843863,-73.836322
363,363,604,IRT,Pelham,Westchester Sq - E Tremont Av,Bx,6,Elevated,40.839892,-73.842952
364,364,606,IRT,Pelham,Zerega Av,Bx,6,Elevated,40.836488,-73.847036
365,365,607,IRT,Pelham,Castle Hill Av,Bx,6,Elevated,40.834255,-73.851222
366,366,608,IRT,Pelham,Parkchester,Bx,6,Elevated,40.833226,-73.860816
367,367,609,IRT,Pelham,St Lawrence Av,Bx,6,Elevated,40.831509,-73.867618
368,368,610,IRT,Pelham,Morrison Av- Sound View,Bx,6,Elevated,40.829521,-73.874516
369,369,611,IRT,Pelham,Elder Av,Bx,6,Elevated,40.828584,-73.879159
370,370,612,IRT,Pelham,Whitlock Av,Bx,6,Elevated,40.826525,-73.886283
371,371,613,IRT,Pelham,Hunts Point Av,Bx,6,Subway,40.820948,-73.890549
372,372,614,IRT,Pelham,Longwood Av,Bx,6,Subway,40.816104,-73.896435
373,373,615,IRT,Pelham,E 149 St,Bx,6,Subway,40.812118,-73.904098
374,374,616,IRT,Pelham,E 143 St - St Mary's St,Bx,6,Subway,40.808719,-73.907657
375,375,617,IRT,Pelham,Cypress Av,Bx,6,Subway,40.805368,-73.914042
376,376,618,IRT,Pelham,Brook Av,Bx,6,Subway,40.807566,-73.91924
377,377,619,IRT,Pelham,3 Av - 138 St,Bx,6,Subway,40.810476,-73.926138
378,378,401,IRT,Jerome Av,Woodlawn,Bx,4,Elevated,40.886037,-73.878751
379,379,402,IRT,Jerome Av,Mosholu Pkwy,Bx,4,Elevated,40.87975,-73.884655
380,380,405,IRT,Jerome Av,Bedford Park Blvd - Lehman College,Bx,4,Elevated,40.873412,-73.890064
381,381,406,IRT,Jerome Av,Kingsbridge Rd,Bx,4,Elevated,40.86776,-73.897174
382,382,407,IRT,Jerome Av,Fordham Rd,Bx,4,Elevated,40.862803,-73.901034
383,383,408,IRT,Jerome Av,183 St,Bx,4,Elevated,40.858407,-73.903879
384,384,409,IRT,Jerome Av,Burnside Av,Bx,4,Elevated,40.853453,-73.907684
385,385,410,IRT,Jerome Av,176 St,Bx,4,Elevated,40.84848,-73.911794
386,386,411,IRT,Jerome Av,Mt Eden Av,Bx,4,Elevated,40.844434,-73.914685
387,387,412,IRT,Jerome Av,170 St,Bx,4,Elevated,40.840075,-73.917791
388,388,413,IRT,Jerome Av,167 St,Bx,4,Elevated,40.835537,-73.9214
389,604,414,IRT,Jerome Av,161 St - Yankee Stadium,Bx,4,Elevated,40.827994,-73.925831
390,603,415,IRT,Jerome Av,149 St - Grand Concourse,Bx,4,Subway,40.818375,-73.927351
391,391,416,IRT,Jerome Av,138 St - Grand Concourse,Bx,4 5,Subway,40.813224,-73.929849
392,392,621,IRT,Lexington Av,125 St,M,4 5 6,Subway,40.804138,-73.937594
393,393,622,IRT,Lexington Av,116 St,M,6,Subway,40.798629,-73.941617
394,394,623,IRT,Lexington Av,110 St,M,6,Subway,40.79502,-73.94425
395,395,624,IRT,Lexington Av,103 St,M,6,Subway,40.7906,-73.947478
396,396,625,IRT,Lexington Av,96 St,M,6,Subway,40.785672,-73.95107
397,397,626,IRT,Lexington Av,86 St,M,4 5 6,Subway,40.779492,-73.955589
398,398,627,IRT,Lexington Av,77 St,M,6,Subway,40.77362,-73.959874
399,399,628,IRT,Lexington Av,68 St - Hunter College,M,6,Subway,40.768141,-73.96387
400,613,629,IRT,Lexington Av,59 St,M,4 5 6,Subway,40.762526,-73.967967
401,612,630,IRT,Lexington Av,51 St,M,6,Subway,40.757107,-73.97192
402,610,631,IRT,Lexington Av,Grand Central - 42 St,M,4 5 6,Subway,40.751776,-73.976848
403,403,632,IRT,Lexington Av,33 St,M,6,Subway,40.746081,-73.982076
404,404,633,IRT,Lexington Av,28 St,M,6,Subway,40.74307,-73.984264
405,405,634,IRT,Lexington Av,23 St,M,6,Subway,40.739864,-73.986599
406,602,635,IRT,Lexington Av,14 St - Union Sq,M,4 5 6,Subway,40.734673,-73.989951
407,407,636,IRT,Lexington Av,Astor Pl,M,6,Subway,40.730054,-73.99107
408,619,637,IRT,Lexington Av,Bleecker St,M,6,Subway,40.725915,-73.994659
409,409,638,IRT,Lexington Av,Spring St,M,6,Subway,40.722301,-73.997141
410,623,639,IRT,Lexington Av,Canal St,M,6,Subway,40.718803,-74.000193
411,622,640,IRT,Lexington Av,Brooklyn Bridge - City Hall,M,4 5 6,Subway,40.713065,-74.004131
412,628,418,IRT,Lexington Av,Fulton St,M,4 5,Subway,40.710368,-74.009509
413,413,419,IRT,Lexington Av,Wall St,M,4 5,Subway,40.707557,-74.011862
414,414,420,IRT,Lexington Av,Bowling Green,M,4 5,Subway,40.704817,-74.014065
415,620,423,IRT,Eastern Pky,Borough Hall,Bk,4 5,Subway,40.692404,-73.990151
416,416,201,IRT,Lenox - White Plains Rd,Wakefield - 241 St,Bx,2,Elevated,40.903125,-73.85062
417,417,204,IRT,Lenox - White Plains Rd,Nereid Av,Bx,2 5,Elevated,40.898379,-73.854376
418,418,205,IRT,Lenox - White Plains Rd,233 St,Bx,2 5,Elevated,40.893193,-73.857473
419,419,206,IRT,Lenox - White Plains Rd,225 St,Bx,2 5,Elevated,40.888022,-73.860341
420,420,207,IRT,Lenox - White Plains Rd,219 St,Bx,2 5,Elevated,40.883895,-73.862633
421,421,208,IRT,Lenox - White Plains Rd,Gun Hill Rd,Bx,2 5,Elevated,40.87785,-73.866256
422,422,209,IRT,Lenox - White Plains Rd,Burke Av,Bx,2 5,Elevated,40.871356,-73.867164
423,423,210,IRT,Lenox - White Plains Rd,Allerton Av,Bx,2 5,Elevated,40.865462,-73.867352
424,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,2 5,Elevated,40.857192,-73.867615
425,425,212,IRT,Lenox - White Plains Rd,Bronx Park East,Bx,2 5,Elevated,40.848828,-73.868457
426,426,213,IRT,Lenox - White Plains Rd,E 180 St,Bx,2 5,Elevated,40.841894,-73.873488
427,427,214,IRT,Lenox - White Plains Rd,West Farms Sq - E Tremont Av,Bx,2 5,Elevated,40.840295,-73.880049
428,428,215,IRT,Lenox - White Plains Rd,174 St,Bx,2 5,Elevated,40.837288,-73.887734
429,429,216,IRT,Lenox - White Plains Rd,Freeman St,Bx,2 5,Elevated,40.829993,-73.891865
430,430,217,IRT,Lenox - White Plains Rd,Simpson St,Bx,2 5,Elevated,40.824073,-73.893064
431,431,218,IRT,Lenox - White Plains Rd,Intervale Av,Bx,2 5,Elevated,40.822181,-73.896736
432,432,219,IRT,Lenox - White Plains Rd,Prospect Av,Bx,2 5,Elevated,40.819585,-73.90177
433,433,220,IRT,Lenox - White Plains Rd,Jackson Av,Bx,2 5,Elevated,40.81649,-73.907807
434,434,221,IRT,Lenox - White Plains Rd,3 Av - 149 St,Bx,2 5,Subway,40.816109,-73.917757
435,603,222,IRT,Lenox - White Plains Rd,149 St - Grand Concourse,Bx,2 5,Subway,40.81841,-73.926718
436,436,301,IRT,Lenox - White Plains Rd,Harlem - 148 St,M,3,Subway,40.82388,-73.93647
437,437,302,IRT,Lenox - White Plains Rd,145 St,M,3,Subway,40.820421,-73.936245
438,438,224,IRT,Lenox - White Plains Rd,135 St,M,2 3,Subway,40.814229,-73.94077
439,439,225,IRT,Lenox - White Plains Rd,125 St,M,2 3,Subway,40.807754,-73.945495
440,440,226,IRT,Lenox - White Plains Rd,116 St,M,2 3,Subway,40.802098,-73.949625
441,441,227,IRT,Lenox - White Plains Rd,Central Park North (110 St),M,2 3,Subway,40.799075,-73.951822
442,442,501,IRT,Dyre Av,Eastchester - Dyre Av,Bx,5,At Grade,40.8883,-73.830834
443,443,502,IRT,Dyre Av,Baychester Av,Bx,5,Open Cut,40.878663,-73.838591
444,444,503,IRT,Dyre Av,Gun Hill Rd,Bx,5,Open Cut,40.869526,-73.846384
445,445,504,IRT,Dyre Av,Pelham Pkwy,Bx,5,Open Cut,40.858985,-73.855359
446,446,505,IRT,Dyre Av,Morris Park,Bx,5,Open Cut,40.854364,-73.860495
447,447,701,IRT,Flushing,Flushing - Main St,Q,7,Subway,40.7596,-73.83003
448,448,702,IRT,Flushing,Mets - Willets Point,Q,7,Elevated,40.754622,-73.845625
449,449,705,IRT,Flushing,111 St,Q,7,Elevated,40.75173,-73.855334
450,450,706,IRT,Flushing,103 St - Corona Plaza,Q,7,Elevated,40.749865,-73.8627
451,451,707,IRT,Flushing,Junction Blvd,Q,7,Elevated,40.749145,-73.869527
452,452,708,IRT,Flushing,90 St - Elmhurst Av,Q,7,Elevated,40.748408,-73.876613
453,453,709,IRT,Flushing,82 St - Jackson Hts,Q,7,Elevated,40.747659,-73.883697
454,616,710,IRT,Flushing,74 St - Broadway,Q,7,Elevated,40.746848,-73.891394
455,455,711,IRT,Flushing,69 St,Q,7,Elevated,40.746325,-73.896403
456,456,712,IRT,Flushing,Woodside - 61 St,Q,7,Elevated,40.74563,-73.902984
457,457,713,IRT,Flushing,52 St,Q,7,Elevated,40.744149,-73.912549
458,458,714,IRT,Flushing,46 St,Q,7,Elevated,40.743132,-73.918435
459,459,715,IRT,Flushing,40 St,Q,7,Elevated,40.743781,-73.924016
460,460,716,IRT,Flushing,33 St,Q,7,Elevated,40.744587,-73.930997
461,461,718,IRT,Flushing,Queensboro Plaza,Q,7,Elevated,40.750582,-73.940202
461,461,R09,BMT,Astoria,Queensboro Plaza,Q,N W,Elevated,40.750582,-73.940202
462,606,719,IRT,Flushing,Court Sq,Q,7,Elevated,40.747023,-73.945264
463,463,720,IRT,Flushing,Hunters Point Av,Q,7,Subway,40.742216,-73.948916
464,464,721,IRT,Flushing,Vernon Blvd - Jackson Av,Q,7,Subway,40.742626,-73.953581
465,610,723,IRT,Flushing,Grand Central - 42 St,M,7,Subway,40.751431,-73.976041
466,609,724,IRT,Flushing,5 Av,M,7,Subway,40.753821,-73.981963
467,611,725,IRT,Flushing,Times Sq - 42 St,M,7,Subway,40.755477,-73.987691
468,611,902,IRT,Lexington - Shuttle,Times Sq - 42 St,M,S,Subway,40.755983,-73.986229
469,610,901,IRT,Lexington - Shuttle,Grand Central - 42 St,M,S,Subway,40.752769,-73.979189
471,471,726,IRT,Flushing,34 St - Hudson Yards,M,7,Subway,40.755882,-74.00191
475,475,Q05,IND,Second Av,96 St,M,Q,Subway,40.784318,-73.947152
476,476,Q04,IND,Second Av,86 St,M,Q,Subway,40.777891,-73.951787
477,477,Q03,IND,Second Av,72 St,M,Q,Subway,40.768799,-73.958424
501,501,S31,SIR,Staten Island,St George,SI,SIR,Open Cut,40.643748,-74.073643
502,502,S30,SIR,Staten Island,Tompkinsville,SI,SIR,At Grade,40.636949,-74.074835
503,503,S29,SIR,Staten Island,Stapleton,SI,SIR,Elevated,40.627915,-74.075162
504,504,S28,SIR,Staten Island,Clifton,SI,SIR,Elevated,40.621319,-74.071402
505,505,S27,SIR,Staten Island,Grasmere,SI,SIR,Open Cut,40.603117,-74.084087
506,506,S26,SIR,Staten Island,Old Town,SI,SIR,Embankment,40.596612,-74.087368
507,507,S25,SIR,Staten Island,Dongan Hills,SI,SIR,Embankment,40.588849,-74.09609
508,508,S24,SIR,Staten Island,Jefferson Av,SI,SIR,Embankment,40.583591,-74.103338
509,509,S23,SIR,Staten Island,Grant City,SI,SIR,Open Cut,40.578965,-74.109704
510,510,S22,SIR,Staten Island,New Dorp,SI,SIR,Open Cut,40.57348,-74.11721
511,511,S21,SIR,Staten Island,Oakwood Heights,SI,SIR,Open Cut,40.56511,-74.12632
512,512,S20,SIR,Staten Island,Bay Terrace,SI,SIR,Embankment,40.5564,-74.136907
513,513,S19,SIR,Staten Island,Great Kills,SI,SIR,Open Cut,40.551231,-74.151399
514,514,S18,SIR,Staten Island,Eltingville,SI,SIR,Embankment,40.544601,-74.16457
515,515,S17,SIR,Staten Island,Annadale,SI,SIR,Open Cut,40.54046,-74.178217
516,516,S16,SIR,Staten Island,Huguenot,SI,SIR,Open Cut,40.533674,-74.191794
517,517,S15,SIR,Staten Island,Prince's Bay,SI,SIR,Open Cut,40.525507,-74.200064
518,518,S14,SIR,Staten Island,Pleasant Plains,SI,SIR,Embankment,40.52241,-74.217847
519,519,S13,SIR,Staten Island,Richmond Valley,SI,SIR,Open Cut,40.519631,-74.229141
522,522,S09,SIR,Staten Island,Tottenville,SI,SIR,At Grade,40.512764,-74.251961
523,523,S11,SIR,Staten Island,Arthur Kill,SI,SIR,At Grade,40.516578,-74.242096
